Genre_Main,NumChunks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Comedy,4042,45.6705,18.1593,0.9649,2.3998,0.4206,0.1979,0.099,3.043,3.043,0.0247,0.6185,0.7669,0.0247,0.5938,0.099,0.0495,0.0,0.0247,1.1381,1.6329,0.0495,1.0638,0.099,0.0495,1.7318,0.0247,1.0391,0.9649,0.0,1.905,0.0247,1.0143,0.1732,0.0,1.4844,0.0,0.0,0.0247,0.0,0.0,0.668,0.0,0.1237,0.0,1.1133,0.7669,0.3958,0.0,0.0,0.0,0.0,0.3464,0.3216,0.2721,0.9401,0.8906,0.9401,0.2721,0.2721,0.0,0.0,0.8659,0.4453,0.8659,0.0,0.0,0.0,0.7669,0.0,0.0,0.0,0.3464,0.7669
Tragedy,3456,8.7674,0.5498,18.8368,0.9259,3.5301,8.044,2.1991,0.6366,1.1285,0.0,2.9225,0.0,4.1377,2.8646,2.0833,3.9352,3.6169,0.0,1.2153,0.4919,0.0,1.331,3.1829,3.2118,0.8102,0.0,0.2025,1.6493,2.4306,0.0,0.0,0.0,1.4178,1.9097,0.0,0.0289,1.6782,1.7072,1.6493,1.6782,0.3762,1.6204,0.3472,0.0,0.0289,0.0289,0.4919,0.0,0.0289,1.1863,0.9259,0.3762,0.3762,0.3762,0.0,0.0289,0.0,0.3762,0.3762,1.0417,1.0127,0.0,0.0289,0.0,0.0,0.9549,0.9259,0.0,0.0,0.0289,0.2604,0.0289,0.0
History,940,13.1915,2.0213,0.2128,0.8511,38.5106,0.1064,20.1064,0.1064,0.2128,0.1064,0.5319,0.0,0.1064,1.0638,0.0,0.0,0.3191,0.0,0.5319,0.0,0.0,0.1064,0.3191,0.1064,0.1064,0.0,0.4255,0.0,0.0,0.1064,0.0,0.0,0.7447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1702,0.0,0.0,0.0,0.0,0.0,0.8511,4.8936,4.3617,0.0,0.0,0.8511,0.8511,0.8511,0.0,0.0,0.0,0.8511,0.8511,0.0,0.0,0.0,0.1064,0.0,0.0,0.1064,0.0,0.0,3.4043,0.1064,0.8511,0.0,0.0
Tragicomedy,609,29.5567,5.2545,0.4926,1.1494,0.3284,0.1642,0.1642,1.1494,2.6273,0.0,3.7767,0.0,0.6568,3.7767,0.3284,0.1642,0.1642,0.0,3.4483,3.4483,0.0,1.9704,0.1642,0.0,0.0,16.4204,7.5534,0.0,0.0,0.1642,0.0,0.0,0.1642,0.0,0.1642,0.0,0.1642,0.0,0.3284,0.0,0.6568,0.0,0.0,3.6125,0.0,0.4926,0.4926,0.0,0.0,0.0,1.1494,0.3284,0.3284,0.3284,0.0,0.0,0.0,0.3284,0.3284,0.0,0.0,0.0,1.3136,0.0,5.4187,0.0,0.0,0.0,0.0,0.0,0.0,1.4778,0.0
