Topic,Count,Name,Representation,KeyBERT,MMR,Representative_Docs
34,66,34_caesar_cleopatra_antony_state,"['caesar', 'cleopatra', 'antony', 'state', 'death', 'st', 'caesars', 'euer', 'blood', 'dead']","['caesar', 'cleopatra', 'caesars', 'caesario', 'antony', 'fortune', 'disgrace', 'die', 'honor', 'honour']","['caesar', 'cleopatra', 'antony', 'death', 'queene', 'rome', 'affliction', 'charmion', 'disgrace', 'great']","['ambition lets caesar wrong maiestie sweetnes vvhich makes exact add pride grace greatnes knowes canst hurt procure sith strength ceaz d hands feares labours shew rome great queene bands great ladies enuying stain d hell d wonder ioy fortune extolling brought vnder seeke stay caesar loues pray st y u far affection moues powre prayer preuaile ioyne hinder disgrace euen present day fayle best caesar case euen letters sent met messenger hither dispatch caesar went knowes imports sending thither cleopatra late sacrifice ritchly clad vvas seru d dinner sumptuous state vvith brauest ornaments hauing dyn d writes sends away straight caesar commaunded depart tombe stay maides poore countryman sends t audience meanes t experience state maiestie bow affliction moue bring view fresh beauty youth possest argument ouer threw wit iulius caesar rest happily augustus relent powrefull loue far stronger ambition worke mind content graunt asking best condition', 'brest nurse dissention vvith hope t exalt t augment state pray wrack o f contention rest foes ioy thereat o caesar easie t accuse fortune faultie fall wretched conquered refuse titles reproch s charg d withall conquering cause right y u vanquisht iudg d worser lost lesser portion crowne alas needed arte gaine keepe owne heere weaker powers note neighbour great competitors neere oft perrish neutrall bide parties feare alas forst partakers following perrish caesar sith right cause heauie weight calamitie depresse afflicted ouer chiefest glory victors lenitie inheritaunce mercy fortune great caesar queene caesar confound reade heere lines witnes loue fauours euer god forbid said caesar wrong d fauoured caesar looke beene anthony heere present note treasure iewels rare egipt ages got looke cleopatra s set roule things reseru d vile vng greateful wretch dar st troule queene soueraine caitiue hold holde poore reuenge worke feeble ah caesar great indignitie hands', 'heritance mercie fortune great caesar queene caesar confound read lines witnes loue fauours euer god forbid said caesar wrong d fauoured caesar looke beene antonie present note treasure iewels rare egypt ages got looke cleopatra s set downe roule things reseru d apart vile vngrateful wretch dar st troule queen soueraigne caitife hands hold holde poore reuenge worke feeble ah caesar great indignitie vassall subiect stands t accuse lord trecherie reseru d certaine womens toyes alas god knowes poore miserable soule little ioyes trifling ornaments outward showes kept kept way liuia octauias grace compassion mooued mediate fauour case cleopatra feare finde fauour desir st canst expect caesar kinde yeeld themselues subiect comfort minde relieue soule ouer charg d care intreate soone affaires dispatched til whe farewel cl thanks thrise renowned caesar poore cleopatra rests owne euer maruel caesar greatest spirits powre charming beautie brought yeeld honor merits forgetting respect dutie']"
35,63,35_numps_fayre_numpes_bartholmew,"['numps', 'fayre', 'numpes', 'bartholmew', 'buy', 'bread', 'fine', 'ginger', 'peares', 'hem']","['fayre', 'shillings', 'fine', 'gentlemen', 'looke', 'comes', 'bring', 'pence', 'wit', 'money']","['numps', 'fayre', 'bartholmew', 'bread', 'fine', 'peares', 'shop', 'smithfield', 'pray', 'turd']","['ard body maintaine flea land left reare calfe twelue mouth euer greene plouer pull d little beene heere beene tall peares exchange beauer hat cloake finde blacke boxe patent feemes place gentleman comes gaine doublet thing thieuing cooz ning fayre bartholmew fayre quoth euer bartholmew lucke t martyr d throws away peares smithfield paid peares rot hem keepe hem longer choake peares bin better gone mum chance thinks fayre d twere names d dog o o numps triumph friend lye carry home money cloake hat fine numps grace gentlewoman marryed cut worke handkercher ga day bargaine o hobby ginger bread trouble comes grieues warrant warrant fellow need warrant thing ouerdo s warrant t ouerdoo', 'e heare lady o basket farther ginger bread pro geny hinder proclaim d fayre brother leather head s bread rotten egges ginger dead honey met enormity marre market old ione marre market proud pedler defie hobby pay ground wrong parcell poet inginer finde friend right ballad cattell ouer pride wares old ione talke anone downe afore ouerdoo charme piepouldres charme meet face face afore wor dar little crooked o bo dy vpright dealing woman smith field charme glad heare terror doing lacke t buy lacke rattles drums halberts babies o fid dles o enter buy peares peares fine fine peares buy ginger bread guilt ginger bread hey fayre s filling o tune birds o booths billing yeerely old saint barthle drunkards wading punques chapmen trading ld fayre lading buy ballads new ballads fye t weare youth prime pigges cooler vocation hell s kind cold cellar t fine vault o moone calfe heere', 'e heare lady o basket farther ginger bread pro geny hinder proclaim d fayre brother leather head s bread rotten egges ginger dead honey met enormity marre market old ione marre market proud pedler defie hobby pay ground wrong parcell poet inginer finde friend right ballad cattell ouer pride wares old ione talke anone downe afore ouerdoo charme piepouldres charme meet face face afore wor dar little crooked o bo dy vpright dealing woman smith field charme glad heare terror doing lacke t buy lacke rattles drums halberts babies o fid dles o enter buy peares peares fine fine peares buy ginger bread guilt ginger bread hey fayre s filling o tune birds o booths billing yeerely old saint barthle drunkards wading punques chapmen trading ld fayre lading buy ballads new ballads fye t weare youth prime pigges cooler vocation hell s kind cold cellar t fine vault o moone calfe heere']"
36,63,36_roderigo_cimena_love_sancho,"['roderigo', 'cimena', 'love', 'sancho', 'cid', 'honour', 'madam', 'king', 'heart', 'duty']","['roderigo', 'loves', 'love', 'cimena', 'honour', 'lover', 'noble', 'favour', 'enemies', 'sancho']","['roderigo', 'cimena', 'love', 'sancho', 'cid', 'honour', 'revenge', 'diego', 'elvira', 'infanta']","['love whic h lifts joy weigh great heart downe heavie love unhappy forward grow griefe leonora heare conflict heard pittying admire vertue love tyrant gentleman lover ve d love madame lay hand heart feele pants hearing owne conquerour pardon madam blaming love forget match private gentleman point forget child king remember madam leonora die thing unworthy birth noble merit ought produce true love flie examples authorize follow honour ingag d love courage thinks noble true tels daughter king deeme love monarch heart force owne defence away dare cimena fetters kindle owne amaz d expect marriage onely depends love live hope dies d ill fortune cimena roderigo long hopes dying minde till torment', 'h vertues alike honor d lov d love forgon love true love remembrance roderigo s object madam king stayes king j expects infantas power vain tryes winne throne grave ime power ore took heart exeunt m adam true bin offer heart unworthy fault low thoughts pentance grace leave attempt love loving deny office eyes contemplate love appeare perceive obedience better read faults believe charm j content love depend brother confin heart dare hazard leave warrant till dare known entertain fit obedient law favour leave vertue love proceeds freely challenge', 'revenge fa ther ought love teares sancho taking quite ruin d doing prize kind pitty mov d king grace revoke cruell law lov d dearely reward leave bewaile time live father lover perceive loves thinkes crime t vow lawfull love sweet heart roderigo lives sancho report heat deceiv d given leave noble lover d bade feare d leave uncertaine drop bloud s ventur d cimena duty d attend king ooe entertaine feet offer life deceiv d returne thought beene victor anger betray d love impatience minutes audience d love great repute gainer loving brings faire flame d love cimena meanes honour s d duty quitted father roderigo new danger hea ven husband offer love']"
37,61,37_troy_greekes_achilles_hectors,"['troy', 'greekes', 'achilles', 'hectors', 'pyrrhus', 'troyans', 'agayne', 'hector', 'bloud', 'alas']","['troy', 'hector', 'troylus', 'achilles', 'hectors', 'priam', 'feare', 'troyan', 'agamemnon', 'dread']","['troy', 'greekes', 'achilles', 'hectors', 'pyrrhus', 'mothers', 'feare', 'teares', 'priam', 'fates']","['conuay priuily saue tender bloud hectors progeny trembling feare wakt rold eyes aboute forgettyng long child pore wretch hector alas spright away o childe o noble fathers broode troians ioy o worthy thauncient bloud beaten troy o ymage father loe liuely face countnaunce lo hector euen pace pitch body handes beare high threatning browes euen o begot late troy borne shal euer agayne happy daye reuenge build agayne towres troy towne troyans ioy forgettyng great thinges captiues liue alas priuy place left litle childe hide bide towre walles s valiaunt world notable turnde al e troy towne left hide boy place guile holy tombe heere mies wher deere worke father builte king pryame liberall charges great fo hectors funerall bones hector loe lie commit fathers', 'fury fel den wrath hell troy light woe guyde hand pen weeping wryg ht author bewayle aright helpe woefull wel teares weeping eye battered ground towres troy writ auncient authors greekes agayne repayrde seas ioy hel achilles spright vengeance craues vvith bloud death quight paris phoebus temple guile trapt loue polyxeine wrath hel pryce bloud polyxena craues threatninges grecians bloud gone sprightes hell pittes beneath o virgin dere alas death hectors alas pore foole mothers onely ioy iudgd die calchas alas whyle death led boy tumbled downe turrets tops troy ruthful teares wayle woe hectors wyfe child forgoe pinching pange hart woes borne bewayle ruthful heauines felt therof ful wot woes heauy hart babe mothers queene lamentes fall troy author wryght hectors wyfe led boy die complayntes maydens death endight queenes complaint following forthwith appeare w ho pompe prowde kingdome delight ioyes princes courte beare', 'notblame old years monthes twice flue feare wars trauails dreadyng troy wel wonne great thing grecyans moue feare hectors rid feare fleete pluckes backe agayne hauen nauy til hectors bloud count feerce fates hectors require wel chaunce needes beare pacient hart suffer agamemnon alas child god wert mothers hand knew held land mothers fayth tender child enmies al cruell weapons greekes pinching bandes yron handes bound els feruent flame fyre body rounde litle child pore wretch alas alas cruel chaunce hapt ranging fieldes ther abroad troy ouertroad greekes alas laught bloud torne iawes foules foode hard deceaue ful wel mothers craftes perceaue pollecy vndone set al fayned wordes tel wher hector al troy fall priamus require thing deny happy chaunce death dye die liue death drawth noble wordes feare death woulde gone']"
38,60,38_hamlet_lord_horatio_laertes,"['hamlet', 'lord', 'horatio', 'laertes', 'mother', 'denmarke', 'king', 'father', 'leartes', 'heauen']","['hamlet', 'hamlets', 'horatio', 'gertrude', 'lord', 'woe', 'yong', 'words', 'againe', 'looke']","['hamlet', 'horatio', 'mother', 'denmarke', 'king', 'ophelia', 'england', 'hamlets', 'watch', 'gertrude']","['halfe houre life treacherous hand vnbated envenom d foule turn d loe heere lye againe mothers d king king s blame point envenom d venome worke o defend friends hurt heere murdrous damned dane drinke potion vnion heere follow mother d temp red exchange noble hamlet fathers death heauen free follow dead horatio wretched queene adiew looke pale tremble chance mutes audience acte time fell sergeant death d horatio dead liu report right beleeue antike roman dane heere s liquor left cup heauen t horatio wounded things vnknowne liue euer hold heart felicitie awhile world draw breath paine storie warlike yong fortinbras fro poland england giues warlike volly o dye horatio potent quite ore crowes liue heare newes england election lights fortinbras s dying voyce occurrents cracke noble heart goodnight prince flights angels s drumme hither', 'stand o comemost carefully watch meete marcellus horatio partners watch bid haste goes friends ground leegemen dane o farewell honest souldier releeued barnardo place night holla barnardo horatio peece welcome horatio welcome marcellus thing appear d againe night seene horatio sayes ourfantasie beliefe hold touching dreaded sight twice seene intreated watch minutes night againe apparition approoue eyes tut t appeare sit downe pray againe assaile eares fortified nights seene wel sit downe heare bernardo night al yonder starre s west ward pole course illumine heauen burnes bell towling breake talke comes againe figure king s dead scholler horatio lookes king horrors feare wonder spoke question horatio vsurps state maiestie buried denmarke walke heauen charge offended stalkes away stay heauen charge gone makes answer horatio tremble looke pale fantasie t afore god beleeue sensible true auouch owne eyes king armor ambitious norway combated', 'w hat horatio peece welcome horatio welcome marcellus s thing appear d againe night horatio beleefe hold touching dreaded twice intreated watch minutes night againe apparition approue eyes twill appeare sit downe againe eares fortified story nights downe heare barnardo night yond starre s pole t illume heauen burnes marcellus bell beating peace breake looke comes againe figure king s dead scholler horatio lookes king marke horatio harrowes fear wonder horatio time night faire warlike forme buried denmarke march heauen charge offended away stay charge gone horatio tremble look pale t god beleeue true auouch owne eyes king armour ambitious norwey combatted frown d angry parle pollax ice twice dead houre martiall gone watch']"
39,60,39_carthage_scipio_syphax_sophonisba,"['carthage', 'scipio', 'syphax', 'sophonisba', 'massinissa', 'hannibal', 'rome', 'massanissa', 'asdruball', 'gods']","['carthage', 'scipio', 'scipios', 'carthaginian', 'hannibal', 'romes', 'rome', 'hanniball', 'roman', 'strong']","['carthage', 'scipio', 'massinissa', 'hannibal', 'rome', 'asdruball', 'armes', 'carthaginian', 'cirta', 'conquest']","['great iust royall carthage wound smarts blouds losse maks faint lou citty o nephew thatcarthage nourishde time gaue fit strength loue adored creature citty great syphax yeeld faire noble modest boue sophonisba o iugurth strength doubles turne coward drop feeble basenes horse carthage creature gracde bleed fresh horse publike multitude findes truely gratefull o iugurth fie iugurth common weales noble hart forward bleeds abroad bleed bemond reuengd home carthage fie vngrate faithles feare iugurth sophonisba s beat fresh charge sound retraite respect health braue prince waste blood throw s palenes face light harts pale o lou d father bleed carthage balsum woundes bleede carthage shals restore fight squadron massulians stands firme day lookes carthage cease arms modest temperance life armes best surgeon gisco sent carthage attend chance warre promise sudden ease forts secure blood infuse wound t worke amaine o ioue ioue god gain st statist forbeare cald gisco lord vm gisco touch arme onely gelasso sirrha sirrha poore poore nephew mand massinissa begins drane troupes horse indisgracde retraite trot easie poore iugurth charge souldiers stand square battalia exit iugurth', 'o fight carthage charge home wounds smart just great citty thinks y et leaue faire bride euen nuptiall night buckle armes carthage harke heare ingratitude vile staine o ouer far massinissas breast march amaine fame got losse breath godlike gaine bleedes doubtfull fight cries carthage carthage memory forsake gelosso heare carthage infinitely vile looke speakes mute fair plot blush breake lewd act sham d senates firme decrees senates firme decree syphax entertaind stratagem doubt answers whats safe carthage sweet right worthy roialest o wo safe carthage destroy vniust cunninglie politique heads vnder heauen o trust fate gods prosper iust crafty state lesse disgrace pitied losse shamefull victory o angel sworne massinissa faith speach makes men thers bond twixt words o equall gods consequence vowes wee hate faith breakers worse eaters gelosso breath wrong long die doubt old gelasso vile states afflict tax torture mindes o ly sworne ioue greiue proud honest high powers virtue seldom seene troupes excellent carthage rome fall fame lords worst gods foresaw fate forc d', 'receaud assur d intelligence scipio romes sole hopehath raisd men drawne troupes inuasion carthage pollicie force wild hannibal italy draw war affricke right strik secure countrey vnthought armes letters beare departed rome directly setting course sayling carthage carthage o eternall youth large fame great abounding glory renounefull scipio spread necked eagles sailes reuenging wind strike obedient neptune till prows dash lybian ouse iust armes shine amazfull terror wals o record fathers honord bloud carthage drunke vncle publius bloud carthage drunke soules choice italians carthage set wing remember hannibal hannibal consul queller o inlarge hart thousand soules breath spirit nation mixt strong great hart o fall thunder shaft winged vengeance incensed ioue carthage syphax flies allegeance loue seruice freed scepter yeeld cittie yee vniuersall gods light heate ayre proue vnblessing syphax hands reare selues carthage curse beene better changd faith denide gods sleighted syphax loue fearefully vengeance interleague scipio vangue deere ethiopian negro wing vessell fly scipio']"
40,60,40_rome_titus_andronicus_lucius,"['rome', 'titus', 'andronicus', 'lucius', 'emperour', 'marcus', 'lauinia', 'gothes', 'sonnes', 'saturnine']","['andronicus', 'lucius', 'romes', 'lords', 'publius', 'titus', 'saturninus', 'saturnine', 'honour', 'rome']","['rome', 'titus', 'andronicus', 'lucius', 'tamora', 'romes', 'publius', 'empresse', 'mutius', 'lords']","['vvell lessond shallwe lease andronicus s nd lucius thrice valiant sonne vvho leades rome band warlike gothes bid banquet house vvhen euen emne feast bring empresse hir sonnes emperour foes mercie stoppe kneele ease angry hart vvhat sayes andronicus deuise marcus brother sad titus calles gentle marcus nephew lucius enquire gothes bid repaire bring chiefest princes gothes bid encampe souldiers emperour empresse feast house feast loue regards aged fathers life soone returne againe busines min sters long rape murder stay els brother backe againe cleaue reuenge lucius vvhat boyes abide vvhiles lord emperour gouernd determind iest yee d humor smooth faire tarrie till turne againe knew supposd mad ore reach owne deuises paire cursed hell hounds dame maddam depart pleasure leaue farewell andronicus reuenge goes lay complot betray foes dost sweet reuenge farewell old imploid tut worke publius hither caius valentine vvhat empresse sonnes chiron deme trius', 'turne behold child tamora deliuered issue irreligious moore chiefe architect plotter woes villaine aliue titus house witnes true iudge course titus reuenge wrongs vnspeakeable past patience liuing beare heard truth romaines ought amisse shew place behold pleading poore remainder andronicie vvill hand hand headlong hurle selues ragged stones beat forth soules mutuall closure house romans wee lo hand hand lucius fall reuerent rome bring emperour gently hand lucius emperour common voice lucius haile romes royall emperour old titus sorrowfull house hither hale misbelieuing moore adiudge dyrefull slaughtring death punishment wicked life lucius haile romes gratious gouernour thankes gentle romanes gouerne heale romes harmes wipe away woe gentle people ayme nature puts heauie taske stand loo e vnckle draw neare shed obsequious teares trunke warme kisse pale cold lips sorrowfull drops blood slaine face true duties noble sonne teare teare louing kisse kisse brother marcus tenders lips summe pay countlesse infinite pay', 'titus androni cus fauours election day thankes deeds requite titus aduance honorable familie lauinia romes royall hart sacred pathan andronicus motion worthy lord match hold highly honoured grace heere fight rome saturnine king commander common weale wide worlds emperour sword chariot worthy romes imperiall lord receiue tribute honours humbled feete thankes noble titus father life proud gifts rome record forget romans forget fealtie madam emperour honour state nobly followers goodly lady hue new cleere faire queene cloudy countenance chance warre wrought change cheere com rome princely euery way word daunt hopes madam comforts greater queene gothes lauinia d lord true nobili e warrants words princely thankes lauinia romans heere free proclaime honors lords trumpe drum lord titus leaue maid lord noble titus d withall right']"
41,57,41_heere_hic_lord_wit,"['heere', 'hic', 'lord', 'wit', 'pray', 'god', 'hazard', 'true', 'heare', 'men']","['lord', 'knight', 'honor', 'feare', 'gentlemen', 'draw', 'long', 'brought', 'pray', 'peter']","['lord', 'pray', 'hazard', 'fight', 'peter', 'feare', 'great', 'wee', 'draw', 'time']","['andrew wouldthou draw agen draw agen faire lady fooles hand hand heeres hand thought free pray bring hand buttry barre drinke wherefore heart s meta phor s dry keepe hand dry s dry fingers ends hand barren o knight lack cup canarie downe life ca narie downe thinkes wit ordinary s great eater beefe beleeue does harme wit thought ride home morrow toby pur quoy deere knight purquoy time tongues fencing dancing beare bayting o followed arts excellent head haire mended haire coole nature becoms wel excellent hangs flax hope legs faith home morrow toby niece s l count hard wooes l o count l match aboue hir degree yeares wit heard t tut s life t moneth longer fellow o minde world delight maskes uels altogether kicke knight', 'wrangling pedant heauenly harmony leaue prerogatiue houre lecture h aue read farre ordain d mind paine leaue read harmony sirra beare braues gentlemen double wrong choice breeching tied houres pointed times learne cut heere downe play whiles lecture ere tun d leaue lecture tune tune left heere madam hic ibat simois hic telus hic priami regia hic ibat simois lucentio hic vincentio sigeria tellus loue hic lucentio comes wooing priami tranio regia bearing port beguile old pantalowne madam s tune s heare fie treble iarres spit hole tune againe hic ibat hic tellus hic priami heede heare regia paire madam tune right knaue iarres fierie forward pedant life knaue court loue watch better time belieue aeacides aiax cald grandfather', 'lord armour tentto night starres sunnes starres lord fall morrow hope sky want beare twere honor away eu n beares trot bragges ted able loade day trot morrow mile way paued faces feare fac t way morning faine eares hazard twentie hazard ere mid night arme dolphin longs morning longs eate eate kills white hand lady s gal lant prince sweare foot tread oath actiue gentleman france doing actiuitie doing harme heard morrow keepe valiant knowes better s car d knew needes hidden vertue faith body lacquey hooded valour appeares bate ill cap prouerbe flatterie deuill plac t friend deuill eye prouerbe pox deuill better prouerbs fooles bolt ouer time ouer']"
42,56,42_antonius_cleopatra_anthony_queen,"['antonius', 'cleopatra', 'anthony', 'queen', 'plutarch', 'dio', 'love', 'canidius', 'rome', 'egypt']","['antonius', 'cleopatra', 'antony', 'cleopatraes', 'plutarch', 'roman', 'fortunes', 'octavia', 'julius', 'rome']","['antonius', 'cleopatra', 'anthony', 'plutarch', 'cleopatraes', 'alexandria', 'charmian', 'epaphroditus', 'fortunes', 'julius']","['believe ominous noble julius fourerich triumphs held rome d magnificence build temple venus derive pedigree temple image fair cleopatraes figure place queen love lord antonius true cyprus fair venus twas d noble canidius wine health cyprian queen drink canidius thank round ftiends thought bound brave canidius happy company fit cyprian queen cleopatra fancies kingdome higher amorous paphos mountains flowery meads fields love ore windes blow aire yield breath cleopatra reignes cyprian queen amorous language grown times fear minutius require rougher language heare news rome long ago enforc d cleopatra queen love met cilicia plut cydnus venus cam aire d windes amorous gales maids graces habits attend boys cupids painted quivers bore cupids eyes stood ready drawn wound hearts mars threatning arm ruine poor country took knew power earth able conquering fury antonius face conquer proud yield', 'doubts better hope mixt killing fear thoughts black nd balefull attire fear chiding certain antidote anger love afflicts doubting love prove fained true apppear s old ignorant actions words looks heart lie open view dwels brow look dalliance pardon powerfull god love tempt deitie forgive confidence antonius heart vertuous livia fair hail mighty prince high gods dio plutarch reft d cleopatra s victory takes nought till grant queen freely beg boon nere deni d enemies deny kill liv d yeers long dy d dio great worthy renowmed murther d romes capitoll surviving liv d inherit dio empire controll world cheery cleopatra fear wrong s hands death wrong d clemencie men enemies oft prov d cruell queen chide long antonius d wrack rome s excus d twere crime love antonius dio plutarch', 'antonius d fear d prevail d fleet wanting admirall fle d yielded land s wonder s antonius amazement heare flight nere return d campe conduct canidius captains nineteen legions unfought hope recover d remayn d encamped oft ollicited revolt kept yielding canidius n hope antony s return untill anidius fearing minds plutarch nd s anger fled away night yielded time s arriv d aegypt view town heart noble pinnarius exeunt ntonius cleopatra s fled alexandria certain d queen cunningly dio fearing excluded kingdome fain d victorious landing aegypt triumphant crown d laurell deceive credulous people enter d leaves unpractis d tyranny hear win parthan king beheaded di king armenia parthians o anthony d twere fit march alexandria twas intent titius leaue town import behinde backs proculeius w e governour yield exit pro news cleopatra craves admittance bring queen cleopatra great health victory']"
43,52,43_wyfe_daye_godes_father,"['wyfe', 'daye', 'godes', 'father', 'praye', 'therfore', 'wherfore', 'waye', 'tyll', 'woulde']","['wyfe', 'wyfes', 'wherfore', 'wylte', 'yeld', 'verye', 'daye', 'louynge', 'praye', 'lyuynge']","['father', 'praye', 'wherfore', 'woulde', 'worde', 'chyll', 'payne', 'verye', 'maryed', 'schole']","['mynde true alas fynde thoughe t hey written wordes sonne forgotten stande therfore kneele longer wordes recyte father father remembred beleue forget maryed payne trouble therby proofe tryed alas experyenced wife wed poore creple mone weakly beynge thwacked bone bodye stone mynde maundement daye hyther fulfylled bytterly woulde god houre maryed church fynked thynke ther vnder sonne earth beareth drudgerye vnkynde wordes wyfe howe daye declare true neyghbours reporte ether whyles wyfe gentle exhorte glad abyde laboure wherby doloure wherfore father humblye pitye els lye myre houre peny helpe great', 'muche maner ruled therfore y et nothynge trybulation behinde mynge alas father wyttes wherof lyuynge wherfore gentle father somewhat heuynes taken wyfe father dwell alwayes agayne wyfe durynge alas able endure thoughe therunto wyllynge wyfe crooked nature woman els daye lyuynge verye trueth euyll onely leade learne griefe mone socrates xantippa wyfe ofte tawnted checked booke mocked socrates wyfe knowe alas euermore scolders beareth bell brawleth tonge fyghteth apace olde witch thoughe yonge mirth ioye sonne father wherfore helpe owne fooly wyfe longer', 'wyfe wyllthyther hye cullyon o howe vnhappye eke vnfortunate parte maryed mennes condytion woulde death bene agate mother arynge lamentation whyther turne carefull vnder skye flamynge fyre burne extreme payne lyue heauylye wyfte wyfe wed o wyfe clothes cleane whyte lylly ueyne thefe caytyfe place fayre geare gys alas alas quyte dead wyfe pytyfully broken head perceyue ryme awaye countrey looke therfore days tyll home agayne returned hede retayne doore hyther agayne wylte rewarded therfore fiende wyfe iourney ill praye god almighty earth beare weede althoughe gentelman borne auncetours blood weare cote torne hither thither catye wood abyde morowe mornynge intende home father agayne ryde lende gone mery foure dayes cares thoughe payne alwayes leaueth neyther breade drynke iugde bodye eate myght wailes lye dead great meate']"
44,48,44_siluia_cloris_thirsis_palaemon,"['siluia', 'cloris', 'thirsis', 'palaemon', 'ah', 'techne', 'euer', 'loue', 'heart', 'bene']","['siluias', 'siluia', 'shame', 'siluanus', 'griefe', 'sad', 'againe', 'cloris', 'perceiue', 'sought']","['cloris', 'thirsis', 'mirtillus', 'boy', 'seene', 'arcadia', 'pittie', 'siluias', 'charinus', 'lidia']","['siluia heard sad t ale grieue woman borne nature exposd mercie vnconstant men saide palaemon ende said deepe vowes ioy griefe senses loose witnes gentle tree vnder shade sate witnes euer mayde assurances othes beare witnes deede thousand barkes incaru d vnderwrote vowes remaine long beare bowes cloris learne lesson head pittie pittie cause confusion pittie vndone thousands gentle natures sexe pittie sworne seruant loue sure euer begin way lets maister assurance fraud suspect cause ah cloris cloris cause beheld wrong woods heard courting nisa protest deepe wicked t eachery pray siluia colax report vntruthes gaine world vertue worthy partes shew knew halfe ah nisa base trull scorne iest arcadia serue lusts falsifie vow ah bene els touch disgrace bin leaft stale folke cloris makes loath loath woods euen hate day hide griefes way gone cloris leaue stay prethee cloris pitty poore companion siluias care fortune beware', 'heare historie distresse whatpart shar d sad affliction soone miserie vnlesse compar d arcadia hills plaines holts woods euery christall spring testifie teares flames cleene heart cleere faith palaemon loued siluia long consum d griefe dri d care euen poynt sacrifice life cruelty lo yeelds content euer gaue m assurance vnderneath hand sign d faithfull vow conceiu d witnessed louely kisse thought sure attaine d blisse aye gote got siluia palaemon pray o mirtillus runne hollow caue burst die darknes horrour vnfold shamefull staine owne infamie abrode impudence willbe trumpet owne disgrace wide open mouth fame world siluia false gone siluia false quite vndone ah alasse euer thought modest looke innocent face chast blush shamefast countenance euer wantonise ah shal poore louers hope win consume hauing wonne hard adoe vndone ah mirtillus choyse lighted wouldst wonder passes abhorre shortly t base thyrsis wild hare braine youth euery milkmaid arcadia skornes thyrsis walkes thickets groues remote', 'trust men ortake compassion grieue o cloris chearish relieue frozen snake heat warmd sting heart recompence maruaile tho satyre shund liue perceiu d breath blow heat cold euer thought palaemons othes prou d false iudgd face promisd faith honestie bene visor treacherie t possible palemon b vntrue possible palaemon vntrue deare siluia saist truth trust men protest saw face promisd better heart faile faith consta t o cloris long earnest suite sought loue vows vsd othes teares shewes constancie prooue admire againe lou d heart stood meanes vrged shew affection heard finde men cunning regard thing easily got siluia heard trie seeme vowes protestations esteeme length day place euer cause liue walking vrgd earnestly o siluia said othe vow teares prayers power moue true heart offer loue trie way shew vndiscerning wilfull youth late shame wayward error constant truth maist sigh griefe minde palaemon lou d siluia vnkinde']"
45,47,45_clay_squire_awdrey_tub,"['clay', 'squire', 'awdrey', 'tub', 'turfe', 'puppy', 'hun', 'iohn', 'marten', 'chanon']","['squire', 'clay', 'bride', 'lady', 'tale', 'wife', 'daughter', 'puppy', 'awdrey', 'neighbour']","['clay', 'squire', 'tub', 'puppy', 'hun', 'bride', 'totten', 'hugh', 'barne', 'pancridge']","['pr y run hun andtell hun captaine lodg d red lyon paddington s inne aske vor captaine thum s paines long hi againe looke mrs bride prethee puppy puppy sweet mrs bride againe device wench chanon brave pate owne pate right monger y vaith plot follow captaine thum s wee rob d saint iohn s wood tother laugh fine fooles finger o pricking captaine thum s neighbours tile owne kill leap hanging talke bride ale bride ale broke nick bride owne young squire taske gen woman wrong right s true proper woman away clowne pipe clay thinkes friends nature hem s better fortune comming deject voole s owne light prove better looke alas t ld faine knew turne offered faire awdrey s awdrey bold young squire blood totten tub tripoly squire tub meane knowes love s mad wits s fine lady tub mother', 'neighbour turfe patience daughter monies money daughter daughter money madam wonder comes thing affaires bramble met maiden fields chance squires company lighted intercepted comming hither father miles metaphore preambles clarke hindred paid fine mr young warrant new purs yvant d morning squire quite tale beleev d awdrey way pol marten journey towne iohn clay hidden barne huy iohn clay age n cock hoope daughter money iohn clay pay looke john vaith night morning ene vull pipers bag joy great gun carnation day weepe lions teares iohn viftie pounds ventur d pay run burroughs faith ene hang d earth iohn barne daughter vor verret hun ladies squire vetch d hun puppy vright thought devill barne body venture o hun d daughter comes vicar chanon hugh vound iohn clay agen matter s round metaphore return d turn d plot', 'v ore london bridge doubt zee iohn clay zonne valentine bride groome zeene valentine bride iohn clay che lighted yard puppy legges o wedding day zonne right originous clay clay o kilborne bootes o day zure zonne iohn charges mun dance o day zure dance boots got coloured hem zave charges new doublet points long commander foure tile kils captaine captaine kilborne clay hat turn d o leere leape daughter ere night new turfe old looke wenches vound parzent van bayes vill bow pot trim head vore wee bride laces points zee daughter valiant prove mary anbry zaid d squire tub totten court rings t tale tub meere tale tub lend eare pray squire tub fine fine lady tub mother deale o vine tubs iohn clay cloath breech money daughter comes old boy vor colours enter father downe wives udder milke money winter quarter old father chiefe chiefe high gate hir d boyes day halfe ribbanding']"
