TCP,status,xml_path,txt_path,extracted_chars
A20096,ok,/Users/grace/Desktop/new meta/tcp_drama/A20096.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20096.txt,59391
A20100,ok,/Users/grace/Desktop/new meta/tcp_drama/A20100.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20100.txt,119092
A03256,ok,/Users/grace/Desktop/new meta/tcp_drama/A03256.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03256.txt,84645
A07511,ok,/Users/grace/Desktop/new meta/tcp_drama/A07511.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07511.txt,96260
A07495,ok,/Users/grace/Desktop/new meta/tcp_drama/A07495.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07495.txt,108385
A21136,ok,/Users/grace/Desktop/new meta/tcp_drama/A21136.xml,/Users/grace/Desktop/new meta/<l><p>extract/A21136.txt,62669
A11978,ok,/Users/grace/Desktop/new meta/tcp_drama/A11978.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11978.txt,131397
A68468,ok,/Users/grace/Desktop/new meta/tcp_drama/A68468.xml,/Users/grace/Desktop/new meta/<l><p>extract/A68468.txt,107015
A19977,ok,/Users/grace/Desktop/new meta/tcp_drama/A19977.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19977.txt,85284
A19975,ok,/Users/grace/Desktop/new meta/tcp_drama/A19975.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19975.txt,74810
A12030,ok,/Users/grace/Desktop/new meta/tcp_drama/A12030.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12030.txt,30963
A03244,ok,/Users/grace/Desktop/new meta/tcp_drama/A03244.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03244.txt,108570
A07504,ok,/Users/grace/Desktop/new meta/tcp_drama/A07504.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07504.txt,95804
A06975,ok,/Users/grace/Desktop/new meta/tcp_drama/A06975.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06975.txt,100288
A12021,ok,/Users/grace/Desktop/new meta/tcp_drama/A12021.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12021.txt,136749
A04638,ok,/Users/grace/Desktop/new meta/tcp_drama/A04638.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04638.txt,94761
A15676,ok,/Users/grace/Desktop/new meta/tcp_drama/A15676.xml,/Users/grace/Desktop/new meta/<l><p>extract/A15676.txt,92407
A12024,ok,/Users/grace/Desktop/new meta/tcp_drama/A12024.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12024.txt,96703
A21411,ok,/Users/grace/Desktop/new meta/tcp_drama/A21411.xml,/Users/grace/Desktop/new meta/<l><p>extract/A21411.txt,88423
A07217,ok,/Users/grace/Desktop/new meta/tcp_drama/A07217.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07217.txt,95183
A00962,ok,/Users/grace/Desktop/new meta/tcp_drama/A00962.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00962.txt,115832
A18589,ok,/Users/grace/Desktop/new meta/tcp_drama/A18589.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18589.txt,29683
A03019,ok,/Users/grace/Desktop/new meta/tcp_drama/A03019.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03019.txt,17044
A03405,ok,/Users/grace/Desktop/new meta/tcp_drama/A03405.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03405.txt,71776
A04881,ok,/Users/grace/Desktop/new meta/tcp_drama/A04881.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04881.txt,110661
A13840,ok,/Users/grace/Desktop/new meta/tcp_drama/A13840.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13840.txt,114079
A03205,ok,/Users/grace/Desktop/new meta/tcp_drama/A03205.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03205.txt,99209
A07895,ok,/Users/grace/Desktop/new meta/tcp_drama/A07895.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07895.txt,24802
A04640,ok,/Users/grace/Desktop/new meta/tcp_drama/A04640.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04640.txt,161736
A18415,ok,/Users/grace/Desktop/new meta/tcp_drama/A18415.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18415.txt,122773
A07524,ok,/Users/grace/Desktop/new meta/tcp_drama/A07524.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07524.txt,126412
A00725,ok,/Users/grace/Desktop/new meta/tcp_drama/A00725.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00725.txt,87866
A19757,ok,/Users/grace/Desktop/new meta/tcp_drama/A19757.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19757.txt,104014
A18426,ok,/Users/grace/Desktop/new meta/tcp_drama/A18426.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18426.txt,118642
A20090,ok,/Users/grace/Desktop/new meta/tcp_drama/A20090.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20090.txt,30519
A04636,ok,/Users/grace/Desktop/new meta/tcp_drama/A04636.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04636.txt,147664
A04645,ok,/Users/grace/Desktop/new meta/tcp_drama/A04645.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04645.txt,141876
A20066,ok,/Users/grace/Desktop/new meta/tcp_drama/A20066.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20066.txt,122566
A14875,ok,/Users/grace/Desktop/new meta/tcp_drama/A14875.xml,/Users/grace/Desktop/new meta/<l><p>extract/A14875.txt,136202
A18421,ok,/Users/grace/Desktop/new meta/tcp_drama/A18421.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18421.txt,110503
A06150,ok,/Users/grace/Desktop/new meta/tcp_drama/A06150.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06150.txt,19701
A07518,ok,/Users/grace/Desktop/new meta/tcp_drama/A07518.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07518.txt,38244
A03189,ok,/Users/grace/Desktop/new meta/tcp_drama/A03189.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03189.txt,114401
A12954,ok,/Users/grace/Desktop/new meta/tcp_drama/A12954.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12954.txt,209564
A07067,ok,/Users/grace/Desktop/new meta/tcp_drama/A07067.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07067.txt,111687
A06252,ok,/Users/grace/Desktop/new meta/tcp_drama/A06252.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06252.txt,112621
A13345,ok,/Users/grace/Desktop/new meta/tcp_drama/A13345.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13345.txt,88718
A07903,ok,/Users/grace/Desktop/new meta/tcp_drama/A07903.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07903.txt,22391
A19260,ok,/Users/grace/Desktop/new meta/tcp_drama/A19260.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19260.txt,124028
A19829,ok,/Users/grace/Desktop/new meta/tcp_drama/A19829.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19829.txt,83593
A03424,ok,/Users/grace/Desktop/new meta/tcp_drama/A03424.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03424.txt,8530
A03438,ok,/Users/grace/Desktop/new meta/tcp_drama/A03438.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03438.txt,12425
A05801,ok,/Users/grace/Desktop/new meta/tcp_drama/A05801.xml,/Users/grace/Desktop/new meta/<l><p>extract/A05801.txt,91912
A06177,ok,/Users/grace/Desktop/new meta/tcp_drama/A06177.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06177.txt,107118
A12548,ok,/Users/grace/Desktop/new meta/tcp_drama/A12548.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12548.txt,84856
A13802,ok,/Users/grace/Desktop/new meta/tcp_drama/A13802.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13802.txt,121904
A15707,ok,/Users/grace/Desktop/new meta/tcp_drama/A15707.xml,/Users/grace/Desktop/new meta/<l><p>extract/A15707.txt,9998
A07904,ok,/Users/grace/Desktop/new meta/tcp_drama/A07904.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07904.txt,20406
A03202,ok,/Users/grace/Desktop/new meta/tcp_drama/A03202.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03202.txt,120193
A06389,ok,/Users/grace/Desktop/new meta/tcp_drama/A06389.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06389.txt,120001
A68488,ok,/Users/grace/Desktop/new meta/tcp_drama/A68488.xml,/Users/grace/Desktop/new meta/<l><p>extract/A68488.txt,22264
A02800,ok,/Users/grace/Desktop/new meta/tcp_drama/A02800.xml,/Users/grace/Desktop/new meta/<l><p>extract/A02800.txt,114251
A68683,ok,/Users/grace/Desktop/new meta/tcp_drama/A68683.xml,/Users/grace/Desktop/new meta/<l><p>extract/A68683.txt,112636
A07494,ok,/Users/grace/Desktop/new meta/tcp_drama/A07494.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07494.txt,19047
B14287,ok,/Users/grace/Desktop/new meta/tcp_drama/B14287.xml,/Users/grace/Desktop/new meta/<l><p>extract/B14287.txt,5913
A07513,ok,/Users/grace/Desktop/new meta/tcp_drama/A07513.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07513.txt,14336
A03496,ok,/Users/grace/Desktop/new meta/tcp_drama/A03496.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03496.txt,184412
A07637,ok,/Users/grace/Desktop/new meta/tcp_drama/A07637.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07637.txt,75046
A07906,ok,/Users/grace/Desktop/new meta/tcp_drama/A07906.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07906.txt,15375
A00723,ok,/Users/grace/Desktop/new meta/tcp_drama/A00723.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00723.txt,92814
A06289,ok,/Users/grace/Desktop/new meta/tcp_drama/A06289.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06289.txt,109070
A07503,ok,/Users/grace/Desktop/new meta/tcp_drama/A07503.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07503.txt,16960
A07517,ok,/Users/grace/Desktop/new meta/tcp_drama/A07517.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07517.txt,22201
A06207,ok,/Users/grace/Desktop/new meta/tcp_drama/A06207.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06207.txt,124641
A18423,ok,/Users/grace/Desktop/new meta/tcp_drama/A18423.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18423.txt,180722
A06343,ok,/Users/grace/Desktop/new meta/tcp_drama/A06343.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06343.txt,102715
A17460,ok,/Users/grace/Desktop/new meta/tcp_drama/A17460.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17460.txt,139875
A07525,ok,/Users/grace/Desktop/new meta/tcp_drama/A07525.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07525.txt,48364
A12813,ok,/Users/grace/Desktop/new meta/tcp_drama/A12813.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12813.txt,17102
A07510,ok,/Users/grace/Desktop/new meta/tcp_drama/A07510.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07510.txt,14866
A00968,ok,/Users/grace/Desktop/new meta/tcp_drama/A00968.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00968.txt,102160
A11992,ok,/Users/grace/Desktop/new meta/tcp_drama/A11992.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11992.txt,131978
A07249,ok,/Users/grace/Desktop/new meta/tcp_drama/A07249.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07249.txt,115001
A06982,ok,/Users/grace/Desktop/new meta/tcp_drama/A06982.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06982.txt,124800
A07515,ok,/Users/grace/Desktop/new meta/tcp_drama/A07515.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07515.txt,14785
A07326,ok,/Users/grace/Desktop/new meta/tcp_drama/A07326.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07326.txt,87942
B00230,ok,/Users/grace/Desktop/new meta/tcp_drama/B00230.xml,/Users/grace/Desktop/new meta/<l><p>extract/B00230.txt,16956
A07237,ok,/Users/grace/Desktop/new meta/tcp_drama/A07237.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07237.txt,113963
A07516,ok,/Users/grace/Desktop/new meta/tcp_drama/A07516.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07516.txt,15389
A14869,ok,/Users/grace/Desktop/new meta/tcp_drama/A14869.xml,/Users/grace/Desktop/new meta/<l><p>extract/A14869.txt,122740
A14872,ok,/Users/grace/Desktop/new meta/tcp_drama/A14872.xml,/Users/grace/Desktop/new meta/<l><p>extract/A14872.txt,132008
A04656,ok,/Users/grace/Desktop/new meta/tcp_drama/A04656.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04656.txt,13345
A07234,ok,/Users/grace/Desktop/new meta/tcp_drama/A07234.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07234.txt,113547
A14871,ok,/Users/grace/Desktop/new meta/tcp_drama/A14871.xml,/Users/grace/Desktop/new meta/<l><p>extract/A14871.txt,18968
A08065,ok,/Users/grace/Desktop/new meta/tcp_drama/A08065.xml,/Users/grace/Desktop/new meta/<l><p>extract/A08065.txt,97152
A04652,ok,/Users/grace/Desktop/new meta/tcp_drama/A04652.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04652.txt,17990
A07498,ok,/Users/grace/Desktop/new meta/tcp_drama/A07498.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07498.txt,97501
A07512,ok,/Users/grace/Desktop/new meta/tcp_drama/A07512.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07512.txt,10589
A02827,ok,/Users/grace/Desktop/new meta/tcp_drama/A02827.xml,/Users/grace/Desktop/new meta/<l><p>extract/A02827.txt,128692
A13384,ok,/Users/grace/Desktop/new meta/tcp_drama/A13384.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13384.txt,102295
A01853,ok,/Users/grace/Desktop/new meta/tcp_drama/A01853.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01853.txt,95736
A20053,ok,/Users/grace/Desktop/new meta/tcp_drama/A20053.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20053.txt,24896
A01055,ok,/Users/grace/Desktop/new meta/tcp_drama/A01055.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01055.txt,103395
B01146,ok,/Users/grace/Desktop/new meta/tcp_drama/B01146.xml,/Users/grace/Desktop/new meta/<l><p>extract/B01146.txt,19763
A19881,ok,/Users/grace/Desktop/new meta/tcp_drama/A19881.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19881.txt,112692
A17968,ok,/Users/grace/Desktop/new meta/tcp_drama/A17968.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17968.txt,136892
A12155,ok,/Users/grace/Desktop/new meta/tcp_drama/A12155.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12155.txt,101266
A01424,ok,/Users/grace/Desktop/new meta/tcp_drama/A01424.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01424.txt,26412
A01425,ok,/Users/grace/Desktop/new meta/tcp_drama/A01425.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01425.txt,34443
A19876,ok,/Users/grace/Desktop/new meta/tcp_drama/A19876.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19876.txt,97491
A19877,ok,/Users/grace/Desktop/new meta/tcp_drama/A19877.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19877.txt,89878
A12138,ok,/Users/grace/Desktop/new meta/tcp_drama/A12138.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12138.txt,112997
A07246,ok,/Users/grace/Desktop/new meta/tcp_drama/A07246.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07246.txt,110720
A07493,ok,/Users/grace/Desktop/new meta/tcp_drama/A07493.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07493.txt,89642
A20065,ok,/Users/grace/Desktop/new meta/tcp_drama/A20065.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20065.txt,121934
A04655,ok,/Users/grace/Desktop/new meta/tcp_drama/A04655.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04655.txt,7814
A18596,ok,/Users/grace/Desktop/new meta/tcp_drama/A18596.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18596.txt,107022
A18331,ok,/Users/grace/Desktop/new meta/tcp_drama/A18331.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18331.txt,544665
A20088,ok,/Users/grace/Desktop/new meta/tcp_drama/A20088.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20088.txt,94166
A12152,ok,/Users/grace/Desktop/new meta/tcp_drama/A12152.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12152.txt,116177
A04658,ok,/Users/grace/Desktop/new meta/tcp_drama/A04658.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04658.txt,131152
A00979,ok,/Users/grace/Desktop/new meta/tcp_drama/A00979.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00979.txt,114736
A18425,ok,/Users/grace/Desktop/new meta/tcp_drama/A18425.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18425.txt,94900
A18424,ok,/Users/grace/Desktop/new meta/tcp_drama/A18424.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18424.txt,94471
A01839,ok,/Users/grace/Desktop/new meta/tcp_drama/A01839.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01839.txt,144770
A03234,ok,/Users/grace/Desktop/new meta/tcp_drama/A03234.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03234.txt,22445
A04896,ok,/Users/grace/Desktop/new meta/tcp_drama/A04896.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04896.txt,82494
A07329,ok,/Users/grace/Desktop/new meta/tcp_drama/A07329.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07329.txt,69624
A20866,ok,/Users/grace/Desktop/new meta/tcp_drama/A20866.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20866.txt,89393
A04644,ok,/Users/grace/Desktop/new meta/tcp_drama/A04644.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04644.txt,12311
A13846,ok,/Users/grace/Desktop/new meta/tcp_drama/A13846.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13846.txt,17941
A13848,ok,/Users/grace/Desktop/new meta/tcp_drama/A13848.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13848.txt,17979
A01836,ok,/Users/grace/Desktop/new meta/tcp_drama/A01836.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01836.txt,87370
A07238,ok,/Users/grace/Desktop/new meta/tcp_drama/A07238.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07238.txt,113859
A11153,ok,/Users/grace/Desktop/new meta/tcp_drama/A11153.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11153.txt,116718
A07025,ok,/Users/grace/Desktop/new meta/tcp_drama/A07025.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07025.txt,109796
A12129,ok,/Users/grace/Desktop/new meta/tcp_drama/A12129.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12129.txt,103777
A16924,ok,/Users/grace/Desktop/new meta/tcp_drama/A16924.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16924.txt,149292
A07251,ok,/Users/grace/Desktop/new meta/tcp_drama/A07251.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07251.txt,113923
A72254,ok,/Users/grace/Desktop/new meta/tcp_drama/A72254.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72254.txt,181797
A03228,ok,/Users/grace/Desktop/new meta/tcp_drama/A03228.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03228.txt,24682
A10407,ok,/Users/grace/Desktop/new meta/tcp_drama/A10407.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10407.txt,140050
A07240,ok,/Users/grace/Desktop/new meta/tcp_drama/A07240.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07240.txt,104824
A11155,ok,/Users/grace/Desktop/new meta/tcp_drama/A11155.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11155.txt,89054
A12131,ok,/Users/grace/Desktop/new meta/tcp_drama/A12131.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12131.txt,31620
A07241,ok,/Users/grace/Desktop/new meta/tcp_drama/A07241.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07241.txt,109187
A06991,ok,/Users/grace/Desktop/new meta/tcp_drama/A06991.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06991.txt,99949
A11151,ok,/Users/grace/Desktop/new meta/tcp_drama/A11151.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11151.txt,99924
A12157,ok,/Users/grace/Desktop/new meta/tcp_drama/A12157.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12157.txt,91044
A01056,ok,/Users/grace/Desktop/new meta/tcp_drama/A01056.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01056.txt,112430
A12128,ok,/Users/grace/Desktop/new meta/tcp_drama/A12128.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12128.txt,102152
A01046,ok,/Users/grace/Desktop/new meta/tcp_drama/A01046.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01046.txt,109321
A07024,ok,/Users/grace/Desktop/new meta/tcp_drama/A07024.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07024.txt,120952
A00760,ok,/Users/grace/Desktop/new meta/tcp_drama/A00760.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00760.txt,97112
A03229,ok,/Users/grace/Desktop/new meta/tcp_drama/A03229.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03229.txt,24511
A03195,ok,/Users/grace/Desktop/new meta/tcp_drama/A03195.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03195.txt,116524
A01840,ok,/Users/grace/Desktop/new meta/tcp_drama/A01840.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01840.txt,102919
A18463,ok,/Users/grace/Desktop/new meta/tcp_drama/A18463.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18463.txt,39338
B07101,ok,/Users/grace/Desktop/new meta/tcp_drama/B07101.xml,/Users/grace/Desktop/new meta/<l><p>extract/B07101.txt,33351
A11145,ok,/Users/grace/Desktop/new meta/tcp_drama/A11145.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11145.txt,75195
A00969,ok,/Users/grace/Desktop/new meta/tcp_drama/A00969.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00969.txt,125644
A03240,ok,/Users/grace/Desktop/new meta/tcp_drama/A03240.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03240.txt,73180
A03258,ok,/Users/grace/Desktop/new meta/tcp_drama/A03258.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03258.txt,111762
A73300,ok,/Users/grace/Desktop/new meta/tcp_drama/A73300.xml,/Users/grace/Desktop/new meta/<l><p>extract/A73300.txt,24686
A73704,ok,/Users/grace/Desktop/new meta/tcp_drama/A73704.xml,/Users/grace/Desktop/new meta/<l><p>extract/A73704.txt,54605
A12154,ok,/Users/grace/Desktop/new meta/tcp_drama/A12154.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12154.txt,104444
A11205,ok,/Users/grace/Desktop/new meta/tcp_drama/A11205.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11205.txt,107995
A04604,ok,/Users/grace/Desktop/new meta/tcp_drama/A04604.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04604.txt,133328
A19882,ok,/Users/grace/Desktop/new meta/tcp_drama/A19882.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19882.txt,15380
A07239,ok,/Users/grace/Desktop/new meta/tcp_drama/A07239.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07239.txt,100827
A20093,ok,/Users/grace/Desktop/new meta/tcp_drama/A20093.xml,/Users/grace/Desktop/new meta/<l><p>extract/A20093.txt,80208
A03190,ok,/Users/grace/Desktop/new meta/tcp_drama/A03190.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03190.txt,96822
A11435,ok,/Users/grace/Desktop/new meta/tcp_drama/A11435.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11435.txt,100260
A17342,ok,/Users/grace/Desktop/new meta/tcp_drama/A17342.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17342.txt,9733
A17344,ok,/Users/grace/Desktop/new meta/tcp_drama/A17344.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17344.txt,9785
A07974,ok,/Users/grace/Desktop/new meta/tcp_drama/A07974.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07974.txt,92599
A07975,ok,/Users/grace/Desktop/new meta/tcp_drama/A07975.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07975.txt,61296
A00960,ok,/Users/grace/Desktop/new meta/tcp_drama/A00960.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00960.txt,103221
A03248,ok,/Users/grace/Desktop/new meta/tcp_drama/A03248.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03248.txt,103989
A12140,ok,/Users/grace/Desktop/new meta/tcp_drama/A12140.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12140.txt,85759
A12142,ok,/Users/grace/Desktop/new meta/tcp_drama/A12142.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12142.txt,110408
A12158,ok,/Users/grace/Desktop/new meta/tcp_drama/A12158.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12158.txt,97824
A14599,ok,/Users/grace/Desktop/new meta/tcp_drama/A14599.xml,/Users/grace/Desktop/new meta/<l><p>extract/A14599.txt,86847
A12136,ok,/Users/grace/Desktop/new meta/tcp_drama/A12136.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12136.txt,96314
A03230,ok,/Users/grace/Desktop/new meta/tcp_drama/A03230.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03230.txt,23249
A12137,ok,/Users/grace/Desktop/new meta/tcp_drama/A12137.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12137.txt,104228
A07555,ok,/Users/grace/Desktop/new meta/tcp_drama/A07555.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07555.txt,43642
A19346,ok,/Users/grace/Desktop/new meta/tcp_drama/A19346.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19346.txt,75550
A04599,ok,/Users/grace/Desktop/new meta/tcp_drama/A04599.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04599.txt,28839
A06453,ok,/Users/grace/Desktop/new meta/tcp_drama/A06453.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06453.txt,20966
A11152,ok,/Users/grace/Desktop/new meta/tcp_drama/A11152.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11152.txt,111402
A01049,ok,/Users/grace/Desktop/new meta/tcp_drama/A01049.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01049.txt,100628
A08731,ok,/Users/grace/Desktop/new meta/tcp_drama/A08731.xml,/Users/grace/Desktop/new meta/<l><p>extract/A08731.txt,112744
A03255,ok,/Users/grace/Desktop/new meta/tcp_drama/A03255.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03255.txt,93472
A04824,ok,/Users/grace/Desktop/new meta/tcp_drama/A04824.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04824.txt,168771
A12150,ok,/Users/grace/Desktop/new meta/tcp_drama/A12150.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12150.txt,103145
